id,analysis_scope,user_id,intent,tag_technique,question,sql_query,rationale
93,global,,Analyse des causes,causal_analysis,Pourquoi la compétence « Déterminer les points de vue adoptés » progresse-t-elle lentement ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Déterminer les points de vue adoptés';","Le score moyen de compétences validées est de 4/14, avec 4 validées, 8 non validées et 2 abandons. Les apprenants sont passifs mais stratégiques, montrant des difficultés de compréhension et un effort concentré avant les échéances."
94,global,,Analyse des causes,causal_analysis,Pourquoi observe-t-on un faible niveau global en « Jouer avec les effets de style » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Jouer avec les effets de style';","Le score moyen de compétences validées est de 3/14, avec 3 validées, 9 non validées et 2 abandons. Les apprenants sont passifs mais stratégiques et présentent des lacunes persistantes malgré une forte activité."
95,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global de compétences validées pour l’ensemble des apprenants ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar;","Le score moyen global est de 5,5/14, avec 5,5 compétences validées en moyenne, 7,5 non validées et 2 abandons. Les apprenants sont persévérants mais montrent des difficultés de compréhension et un effort irrégulier, traduisant des lacunes persistantes."
96,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen de compétences validées en « Choisir ses mots et ses expressions » à l’échelle globale ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Choisir ses mots et ses expressions';","Le score moyen global est de 6/14, avec 6 compétences validées, 6 non validées et 2 abandons. Les apprenants sont persévérants mais montrent une forte activité sans amélioration notable, révélant des lacunes persistantes."
97,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen de compétences validées en « Comprendre les mots » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Comprendre les mots';","Le score moyen global est de 7/14, avec 7 compétences validées, 5 non validées et 2 abandons. Les apprenants sont actifs mais inefficaces, et malgré un travail régulier, certaines lacunes persistent."
98,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global en « Développer un vocabulaire étendu » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Développer un vocabulaire étendu';","Le score moyen global est de 5/14, avec 5 validées, 7 non validées et 2 abandons. Les apprenants sont passifs mais stratégiques et présentent des difficultés de compréhension malgré une forte activité."
99,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global en « Maîtriser l’orthographe des mots » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Maîtriser l’orthographe des mots';","Le score moyen global est de 6/14, avec 6 validées, 6 non validées et 2 abandons. Les apprenants sont persévérants mais montrent une forte activité sans amélioration notable, traduisant des lacunes persistantes."
100,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global en « Articuler les termes entre eux » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Articuler les termes entre eux';","Le score moyen global est de 5/14, avec 5 validées, 7 non validées et 2 abandons. Les apprenants sont actifs mais inefficaces, et malgré une forte activité, certaines lacunes persistent."
101,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global en « Construire ses phrases » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Construire ses phrases';","Le score moyen global est de 6/14, avec 6 validées, 6 non validées et 2 abandons. Les apprenants sont persévérants mais montrent une forte activité sans amélioration, révélant des lacunes persistantes."
102,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global en « Maîtriser l’orthographe grammaticale » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Maîtriser l’orthographe grammaticale';","Le score moyen global est de 5/14, avec 5 validées, 7 non validées et 2 abandons. Les apprenants sont actifs mais inefficaces, malgré un effort concentré avant les échéances."
103,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global en « Maîtriser les modalités et les types de phrases » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Maîtriser les modalités et les types de phrases';","Le score moyen global est de 4/14, avec 4 validées, 8 non validées et 2 abandons. Les apprenants sont passifs mais stratégiques et montrent des difficultés de compréhension."
104,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global en « Enchaîner les phrases » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Enchaîner les phrases';","Le score moyen global est de 5/14, avec 5 validées, 7 non validées et 2 abandons. Les apprenants sont actifs mais inefficaces, malgré un travail régulier."
105,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global en « Organiser ses textes » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Organiser ses textes';","Le score moyen global est de 6/14, avec 6 validées, 6 non validées et 2 abandons. Les apprenants sont persévérants mais montrent des lacunes persistantes."
106,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global en « Utiliser des reprises » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Utiliser des reprises';","Le score moyen global est de 5/14, avec 5 validées, 7 non validées et 2 abandons. Les apprenants sont passifs mais stratégiques, malgré un effort concentré avant les échéances."
107,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global en « Maîtriser les marques de la conjugaison » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Maîtriser les marques de la conjugaison';","Le score moyen global est de 4/14, avec 4 validées, 8 non validées et 2 abandons. Les apprenants sont passifs mais stratégiques et montrent des lacunes persistantes."
108,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global en « Déterminer les points de vue adoptés » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Déterminer les points de vue adoptés';","Le score moyen global est de 3/14, avec 3 validées, 9 non validées et 2 abandons. Les apprenants sont passifs mais stratégiques et présentent des lacunes persistantes."
109,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global en « Jouer avec les effets de style » ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar JOIN dim_competence c ON ar.competence_id = c.id WHERE c.name = 'Jouer avec les effets de style';","Le score moyen global est de 2/14, avec 2 validées, 10 non validées et 2 abandons. Les apprenants sont passifs mais stratégiques, et la forte activité n’a pas permis d’améliorer la maîtrise de cette compétence."
110,global,,Niveau global de performance,performance_evaluation,Quel est le score moyen global de toutes les compétences validées ?,"SELECT AVG(ar.validated) AS avg_validated_competences, SUM(ar.validated) AS valid_count, SUM(ar.not_validated) AS not_valid_count, SUM(ar.abandoned) AS abandoned_count FROM fact_evaluation_results ar;","Le score moyen global toutes compétences confondues est de 5/14, avec 5 validées en moyenne, 7 non validées et 2 abandons. Les apprenants sont persévérants mais montrent des difficultés de compréhension et un effort irrégulier, traduisant des lacunes persistantes."
